rhc,10,12,5.696292000000001E-4,sa,10,18,2.9011570000000005E-4,ga,10,0,0.0,mimic,10,0,0.0
rhc,100,27,6.031686000000002E-4,sa,100,25,5.514149E-4,ga,100,0,0.0,mimic,100,0,0.0
rhc,500,63,6.236047999999999E-4,sa,500,80,6.173749E-4,ga,500,0,0.0,mimic,500,0,0.0
rhc,1000,69,0.0015043868,sa,1000,89,0.0012877265999999999,ga,1000,0,0.0,mimic,1000,0,0.0
rhc,2500,90,0.0028834026,sa,2500,105,0.0037311087999999997,ga,2500,0,0.0,mimic,2500,0,0.0
rhc,5000,79,0.0028842242,sa,5000,113,0.004686726099999999,ga,5000,0,0.0,mimic,5000,0,0.0
rhc,8000,76,0.0024325612000000003,sa,8000,113,0.006200425000000001,ga,8000,0,0.0,mimic,8000,0,0.0
rhc,10000,74,0.0027090019,sa,10000,113,0.0073088654000000005,ga,10000,0,0.0,mimic,10000,0,0.0
rhc,10,6,4.198964999999999E-4,sa,10,6,3.720374E-4,ga,10,0,0.0,mimic,10,0,0.0
rhc,100,34,4.91909E-4,sa,100,6,5.996125999999999E-4,ga,100,0,0.0,mimic,100,0,0.0
rhc,500,62,7.908552999999999E-4,sa,500,73,0.0010996359000000002,ga,500,0,0.0,mimic,500,0,0.0
rhc,1000,59,0.0010136255,sa,1000,87,0.0011633902000000001,ga,1000,0,0.0,mimic,1000,0,0.0
rhc,2500,83,0.0022130774,sa,2500,106,0.0035020409000000004,ga,2500,0,0.0,mimic,2500,0,0.0
rhc,5000,86,0.0027685419,sa,5000,113,0.0042716572999999996,ga,5000,0,0.0,mimic,5000,0,0.0
rhc,8000,76,0.0033593286999999998,sa,8000,113,0.006519357700000001,ga,8000,0,0.0,mimic,8000,0,0.0
rhc,10000,76,0.0033664984999999996,sa,10000,113,0.0086009817,ga,10000,0,0.0,mimic,10000,0,0.0
rhc,10,6,6.002681E-4,sa,10,6,2.514565E-4,ga,10,0,0.0,mimic,10,0,0.0
rhc,100,33,0.0011519971000000001,sa,100,13,5.999192E-4,ga,100,0,0.0,mimic,100,0,0.0
rhc,500,75,6.60391E-4,sa,500,79,8.065528E-4,ga,500,0,0.0,mimic,500,0,0.0
rhc,1000,71,0.0011692162,sa,1000,90,0.0014448142999999999,ga,1000,0,0.0,mimic,1000,0,0.0
rhc,2500,68,0.002425978,sa,2500,106,0.004209571400000001,ga,2500,0,0.0,mimic,2500,0,0.0
rhc,5000,87,0.004856045800000001,sa,5000,113,0.0078378778,ga,5000,0,0.0,mimic,5000,0,0.0
rhc,8000,78,0.0049597370000000005,sa,8000,113,0.0084087481,ga,8000,0,0.0,mimic,8000,0,0.0
rhc,10000,86,0.0036771839,sa,10000,113,0.0107534669,ga,10000,0,0.0,mimic,10000,0,0.0
rhc,10,19,4.642994E-4,sa,10,6,2.414907E-4,ga,10,0,0.0,mimic,10,0,0.0
rhc,100,45,5.321494E-4,sa,100,18,5.818158E-4,ga,100,0,0.0,mimic,100,0,0.0
rhc,500,43,6.546358E-4,sa,500,65,7.285188E-4,ga,500,0,0.0,mimic,500,0,0.0
rhc,1000,67,0.0010792132000000002,sa,1000,92,0.0015251335,ga,1000,0,0.0,mimic,1000,0,0.0
rhc,2500,66,0.0020166843999999996,sa,2500,105,0.0031348745999999995,ga,2500,0,0.0,mimic,2500,0,0.0
rhc,5000,80,0.0026136468999999997,sa,5000,113,0.0042351504,ga,5000,0,0.0,mimic,5000,0,0.0
rhc,8000,81,0.003656874699999999,sa,8000,113,0.006749716800000001,ga,8000,0,0.0,mimic,8000,0,0.0
rhc,10000,69,0.0027108898,sa,10000,113,0.0075839654999999995,ga,10000,0,0.0,mimic,10000,0,0.0
rhc,10,6,3.730026999999999E-4,sa,10,13,1.1276829999999998E-4,ga,10,74,0.0057839687,mimic,10,81,0.0823328287
rhc,100,42,9.429700000000001E-5,sa,100,5,6.690529999999999E-5,ga,100,82,0.011857863,mimic,100,85,0.27607075580000007
rhc,500,59,1.6832499999999999E-4,sa,500,57,2.6733780000000003E-4,ga,500,85,0.0446637551,mimic,500,99,1.1749132721
rhc,1000,59,2.996797E-4,sa,1000,85,4.4181689999999997E-4,ga,1000,85,0.09749388470000002,mimic,1000,102,2.4437565557999994
rhc,2500,88,5.86273E-4,sa,2500,104,0.0010324877,ga,2500,91,0.19781695840000005,mimic,2500,110,5.333942748300001
rhc,5000,87,0.0013399145000000002,sa,5000,113,0.0025010927999999997,ga,5000,101,0.41368263839999997,mimic,5000,113,10.8568966021
rhc,8000,79,0.0017433957,sa,8000,113,0.005336455,ga,8000,103,0.6621580838,mimic,8000,113,17.468064245
rhc,10000,92,0.0023194269,sa,10000,113,0.0063276098,ga,10000,106,0.7625335909,mimic,10000,113,20.515061723799995
