ga,10,5,2,0.0922097358038356,0.0808120541
ga,20,10,5,0.1251427941583406,0.143356588
ga,50,25,10,0.14832505180430217,0.2983151701
ga,100,50,10,0.13627195584154472,0.6249412036
ga,200,150,20,0.1463905694604155,1.8228687319000003
ga,500,350,50,0.15786212050541476,4.438698028199999
ga,10,5,2,0.10055438483515114,0.06344400830000001
ga,20,10,5,0.2405278208698823,0.19231191520000002
ga,50,25,10,0.38802585424167535,0.5515887615999999
ga,100,50,10,0.5416443718024684,1.1896677439999999
ga,200,150,20,0.6962989164890346,3.0662057307999997
ga,500,350,50,0.8481796239185575,7.658374986700001
